go_id	category	go_term
GO:0047498	Function	calcium-dependent phospholipase A2 activity
GO:0047499	Function	calcium-independent phospholipase A2 activity
GO:0047501	Function	(+)-neomenthol dehydrogenase activity
GO:0047504	Function	(-)-menthol dehydrogenase activity
GO:0047506	Function	(deoxy)adenylate kinase activity
GO:0047513	Function	1,2-alpha-L-fucosidase activity
GO:0047516	Function	1,3-propanediol dehydrogenase activity
GO:0047517	Function	1,4-beta-D-xylan synthase activity
GO:0047522	Function	15-oxoprostaglandin 13-oxidase activity
GO:0047527	Function	2,3-dihydroxybenzoate-serine ligase activity
GO:0047536	Function	2-aminoadipate transaminase activity
GO:0047538	Function	2-carboxy-D-arabinitol-1-phosphatase activity
GO:0047545	Function	2-hydroxyglutarate dehydrogenase activity
GO:0047547	Function	2-methylcitrate dehydratase activity
GO:0047555	Function	3',5'-cyclic-GMP phosphodiesterase activity
GO:0047558	Function	3-cyanoalanine hydratase activity
GO:0047559	Function	3-dehydro-L-gulonate 2-dehydrogenase activity
GO:0047560	Function	3-dehydrosphinganine reductase activity
GO:0047565	Function	3-hydroxypropionate dehydrogenase (NAD+) activity
GO:0047568	Function	3-oxo-5-beta-steroid 4-dehydrogenase activity
GO:0047577	Function	4-hydroxybutyrate dehydrogenase activity
GO:0047589	Function	5-aminovalerate transaminase activity
GO:0047598	Function	7-dehydrocholesterol reductase activity
GO:0047603	Function	acetoacetyl-CoA hydrolase activity
GO:0047609	Function	acetylputrescine deacetylase activity
GO:0047611	Function	acetylspermidine deacetylase activity
GO:0047613	Function	aconitate decarboxylase activity
GO:0047617	Function	acyl-CoA hydrolase activity
GO:0047619	Function	acylcarnitine hydrolase activity
GO:0047620	Function	acylglycerol kinase activity
GO:0047621	Function	acylpyruvate hydrolase activity
GO:0047622	Function	adenosine nucleosidase activity
GO:0047627	Function	adenylylsulfatase activity
GO:0047631	Function	ADP-ribose diphosphatase activity
GO:0047632	Function	agmatine deiminase activity
GO:0047634	Function	agmatine N4-coumaroyltransferase activity
GO:0047639	Function	alcohol oxidase activity
GO:0047651	Function	alkylhalidase activity
GO:0047652	Function	allantoate deiminase activity
GO:0047655	Function	allyl-alcohol dehydrogenase activity
GO:0047657	Function	alpha-1,3-glucan synthase activity
GO:0047658	Function	alpha-amino-acid esterase activity
GO:0047661	Function	amino-acid racemase activity
GO:0047668	Function	amygdalin beta-glucosidase activity
GO:0047676	Function	arachidonate-CoA ligase activity
GO:0047677	Function	arachidonate 8(R)-lipoxygenase activity
GO:0047681	Function	aryl-alcohol dehydrogenase (NADP+) activity
GO:0047685	Function	amine sulfotransferase activity
GO:0047693	Function	ATP diphosphatase activity
GO:0047696	Function	beta-adrenergic receptor kinase activity
GO:0047704	Function	bile-salt sulfotransferase activity
GO:0047708	Function	biotinidase activity
GO:0047710	Function	bis(5'-adenosyl)-triphosphatase activity
GO:0047714	Function	galactolipase activity
GO:0047718	Function	indanol dehydrogenase activity
GO:0047720	Function	indoleacetaldoxime dehydratase activity
GO:0047723	Function	inosinate nucleosidase activity
GO:0047724	Function	inosine nucleosidase activity
GO:0047726	Function	iron-cytochrome-c reductase activity
GO:0047730	Function	carnosine synthase activity
GO:0047734	Function	CDP-glycerol diphosphatase activity
GO:0047735	Function	cellobiose dehydrogenase (acceptor) activity
GO:0047743	Function	chlordecone reductase activity
GO:0047746	Function	chlorophyllase activity
GO:0047747	Function	cholate-CoA ligase activity
GO:0047749	Function	cholestanetriol 26-monooxygenase activity
GO:0047750	Function	cholestenol delta-isomerase activity
GO:0047751	Function	cholestenone 5-alpha-reductase activity
GO:0047756	Function	chondroitin 4-sulfotransferase activity
GO:0047757	Function	chondroitin-glucuronate 5-epimerase activity
GO:0047760	Function	butyrate-CoA ligase activity
GO:0047761	Function	butyrate kinase activity
GO:0047763	Function	caffeate O-methyltransferase activity
GO:0047768	Function	carboxy-cis,cis-muconate cyclase activity
GO:0047769	Function	arogenate dehydratase activity
GO:0047770	Function	carboxylate reductase activity
GO:0047777	Function	(3S)-citramalyl-CoA lyase activity
GO:0047780	Function	citrate dehydratase activity
GO:0047782	Function	coniferin beta-glucosidase activity
GO:0047783	Function	corticosterone 18-monooxygenase activity
GO:0047787	Function	delta4-3-oxosteroid 5beta-reductase activity
GO:0047789	Function	creatininase activity
GO:0047793	Function	cycloeucalenol cycloisomerase activity
GO:0047800	Function	cysteamine dioxygenase activity
GO:0047801	Function	L-cysteine:2-oxoglutarate aminotransferase activity
GO:0047804	Function	cysteine-S-conjugate beta-lyase activity
GO:0047805	Function	cytidylate cyclase activity
GO:0047807	Function	cytokinin 7-beta-glucosyltransferase activity
GO:0047808	Function	D(-)-tartrate dehydratase activity
GO:0047810	Function	D-alanine:2-oxoglutarate aminotransferase activity
GO:0047812	Function	D-amino-acid N-acetyltransferase activity
GO:0047816	Function	D-arabinose 1-dehydrogenase (NAD) activity
GO:0047818	Function	D-fuconate dehydratase activity
GO:0047820	Function	D-glutamate cyclase activity
GO:0047821	Function	D-glutamate oxidase activity
GO:0047833	Function	D-sorbitol dehydrogenase (acceptor) activity
GO:0047837	Function	D-xylose 1-dehydrogenase (NADP+) activity
GO:0047840	Function	dCTP diphosphatase activity
GO:0047844	Function	deoxycytidine deaminase activity
GO:0047860	Function	diiodophenylpyruvate reductase activity
GO:0047865	Function	dimethylglycine dehydrogenase activity
GO:0047874	Function	dolichyldiphosphatase activity
GO:0047875	Function	ecdysone oxidase activity
GO:0047880	Function	erythrulose reductase activity
GO:0047884	Function	FAD diphosphatase activity
GO:0047886	Function	farnesol dehydrogenase activity
GO:0047888	Function	fatty acid peroxidase activity
GO:0047890	Function	flavanone 4-reductase activity
GO:0047893	Function	flavonol 3-O-glucosyltransferase activity
GO:0047894	Function	flavonol 3-sulfotransferase activity
GO:0047896	Function	formaldehyde transketolase activity
GO:0047911	Function	galacturan 1,4-alpha-galacturonidase activity
GO:0047912	Function	galacturonokinase activity
GO:0047915	Function	ganglioside galactosyltransferase activity
GO:0047917	Function	GDP-glucosidase activity
GO:0047918	Function	GDP-mannose 3,5-epimerase activity
GO:0047929	Function	gluconate dehydratase activity
GO:0047933	Function	glucose-1,6-bisphosphate synthase activity
GO:0047935	Function	glucose 1-dehydrogenase (NADP+) activity
GO:0047936	Function	glucose 1-dehydrogenase [NAD(P)] activity
GO:0047938	Function	glucose-6-phosphate 1-epimerase activity
GO:0047939	Function	L-glucuronate reductase activity
GO:0047940	Function	glucuronokinase activity
GO:0047941	Function	glucuronolactone reductase activity
GO:0047946	Function	glutamine N-acyltransferase activity
GO:0047951	Function	glutathione thiolesterase activity
GO:0047952	Function	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0047953	Function	glycerol 2-dehydrogenase (NADP+) activity
GO:0047954	Function	glycerol-2-phosphatase activity
GO:0047956	Function	glycerol dehydrogenase [NADP+] activity
GO:0047958	Function	glycine:2-oxoglutarate aminotransferase activity
GO:0047960	Function	glycine dehydrogenase activity
GO:0047961	Function	glycine N-acyltransferase activity
GO:0047962	Function	glycine N-benzoyltransferase activity
GO:0047963	Function	glycine N-choloyltransferase activity
GO:0047964	Function	glyoxylate reductase activity
GO:0047974	Function	guanosine deaminase activity
GO:0047975	Function	guanosine phosphorylase activity
GO:0047977	Function	hepoxilin-epoxide hydrolase activity
GO:0047987	Function	hydroperoxide dehydratase activity
GO:0047988	Function	hydroxyacid-oxoacid transhydrogenase activity
GO:0047992	Function	hydroxylysine kinase activity
GO:0047994	Function	hydroxymethylglutaryl-CoA hydrolase activity
GO:0047995	Function	hydroxyphenylpyruvate reductase activity
GO:0048001	Function	erythrose-4-phosphate dehydrogenase activity
GO:0048002	Process	antigen processing and presentation of peptide antigen
GO:0048006	Process	antigen processing and presentation, endogenous lipid antigen via MHC class Ib
GO:0048007	Process	antigen processing and presentation, exogenous lipid antigen via MHC class Ib
GO:0048008	Process	platelet-derived growth factor receptor signaling pathway
GO:0048009	Process	insulin-like growth factor receptor signaling pathway
GO:0048010	Process	vascular endothelial growth factor receptor signaling pathway
GO:0048011	Process	neurotrophin TRK receptor signaling pathway
GO:0048012	Process	hepatocyte growth factor receptor signaling pathway
GO:0048013	Process	ephrin receptor signaling pathway
GO:0048014	Process	Tie signaling pathway
GO:0048015	Process	phosphatidylinositol-mediated signaling
GO:0048016	Process	inositol phosphate-mediated signaling
GO:0048017	Process	inositol lipid-mediated signaling
GO:0048018	Function	receptor ligand activity
GO:0048019	Function	receptor antagonist activity
GO:0048020	Function	CCR chemokine receptor binding
GO:0048021	Process	regulation of melanin biosynthetic process
GO:0048022	Process	negative regulation of melanin biosynthetic process
GO:0048023	Process	positive regulation of melanin biosynthetic process
GO:0048024	Process	regulation of mRNA splicing, via spliceosome
GO:0048025	Process	negative regulation of mRNA splicing, via spliceosome
GO:0048026	Process	positive regulation of mRNA splicing, via spliceosome
GO:0048027	Function	mRNA 5'-UTR binding
GO:0048029	Function	monosaccharide binding
GO:0048030	Function	disaccharide binding
GO:0048031	Function	trisaccharide binding
GO:0048034	Process	heme O biosynthetic process
GO:0048036	Process	central complex development
GO:0048037	Function	cofactor binding
GO:0048038	Function	quinone binding
GO:0048039	Function	ubiquinone binding
GO:0048040	Function	UDP-glucuronate decarboxylase activity
GO:0048041	Process	focal adhesion assembly
GO:0048046	Component	apoplast
GO:0048047	Process	mating behavior, sex discrimination
GO:0048048	Process	embryonic eye morphogenesis
GO:0048050	Process	post-embryonic eye morphogenesis
GO:0048052	Process	R1/R6 cell differentiation
GO:0048053	Process	R1/R6 development
GO:0048054	Process	R2/R5 cell differentiation
GO:0048056	Process	R3/R4 cell differentiation
GO:0048057	Process	R3/R4 development
GO:0048058	Process	compound eye corneal lens development
GO:0048060	Process	negative gravitaxis
GO:0048065	Process	male courtship behavior, veined wing extension
GO:0048066	Process	developmental pigmentation
GO:0048067	Process	cuticle pigmentation
GO:0048069	Process	eye pigmentation
GO:0048070	Process	regulation of developmental pigmentation
GO:0048071	Process	sex-specific pigmentation
GO:0048072	Process	compound eye pigmentation
GO:0048073	Process	regulation of eye pigmentation
GO:0048074	Process	negative regulation of eye pigmentation
GO:0048075	Process	positive regulation of eye pigmentation
GO:0048076	Process	regulation of compound eye pigmentation
GO:0048078	Process	positive regulation of compound eye pigmentation
GO:0048081	Process	positive regulation of cuticle pigmentation
GO:0048082	Process	regulation of adult chitin-containing cuticle pigmentation
GO:0048085	Process	adult chitin-containing cuticle pigmentation
GO:0048086	Process	negative regulation of developmental pigmentation
GO:0048087	Process	positive regulation of developmental pigmentation
GO:0048092	Process	negative regulation of male pigmentation
GO:0048094	Process	male pigmentation
GO:0048096	Process	chromatin-mediated maintenance of transcription
GO:0048098	Process	antennal joint development
GO:0048099	Process	anterior/posterior lineage restriction, imaginal disc
GO:0048100	Process	wing disc anterior/posterior pattern formation
GO:0048101	Function	calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity
GO:0048102	Process	autophagic cell death
GO:0048103	Process	somatic stem cell division
GO:0048104	Process	establishment of body hair or bristle planar orientation
GO:0048105	Process	establishment of body hair planar orientation
GO:0048106	Process	establishment of thoracic bristle planar orientation
GO:0048132	Process	female germ-line stem cell asymmetric division
GO:0048133	Process	male germ-line stem cell asymmetric division
GO:0048134	Process	germ-line cyst formation
GO:0048135	Process	female germ-line cyst formation
GO:0048136	Process	male germ-line cyst formation
GO:0048137	Process	spermatocyte division
GO:0048140	Process	male germ-line cyst encapsulation
GO:0048142	Process	germarium-derived cystoblast division
GO:0048143	Process	astrocyte activation
GO:0048144	Process	fibroblast proliferation
GO:0048145	Process	regulation of fibroblast proliferation
GO:0048146	Process	positive regulation of fibroblast proliferation
GO:0048147	Process	negative regulation of fibroblast proliferation
GO:0048148	Process	behavioral response to cocaine
GO:0048149	Process	behavioral response to ethanol
GO:0048150	Process	behavioral response to ether
GO:0048156	Function	tau protein binding
GO:0048160	Process	primary follicle stage
GO:0048167	Process	regulation of synaptic plasticity
GO:0048168	Process	regulation of neuronal synaptic plasticity
GO:0048169	Process	regulation of long-term neuronal synaptic plasticity
GO:0048170	Process	positive regulation of long-term neuronal synaptic plasticity
GO:0048172	Process	regulation of short-term neuronal synaptic plasticity
GO:0048174	Process	negative regulation of short-term neuronal synaptic plasticity
GO:0048178	Process	negative regulation of hepatocyte growth factor biosynthetic process
GO:0048179	Component	activin receptor complex
