COG	func	name	level_1	level_2
COG3955	M	Uncharacterized protein, DUF1919 family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0860	M	N-acetylmuramoyl-L-alanine amidase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1376	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3254	M	L-rhamnose mutarotase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0767	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1043	M	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1463	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2980	M	Outer membrane lipoprotein LptE/RlpB (LPS assembly)	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0472	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1207	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3980	M	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0787	M	Alanine racemase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2951	M	Membrane-bound lytic murein transglycosylase B	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3131	M	Periplasmic glucans biosynthesis protein	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5577	M	Spore coat protein CotF	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2815	M	PASTA domain, binds beta-lactams	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2173	M	D-alanyl-D-alanine dipeptidase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG2891	M	Cell shape-determining protein MreD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1970	M	Large-conductance mechanosensitive channel	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3055	M	N-acetylneuraminic acid mutarotase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3637	M	Opacity protein and related surface antigens	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG5520	M	O-Glycosyl hydrolase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1087	M	UDP-glucose 4-epimerase	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG3659	M	Carbohydrate-selective porin OprB	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1807	M	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG1520	M	Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 
COG0464	MDT	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family	NA	NA
COG2943	MG	Membrane glycosyltransferase	NA	NA
COG4750	MI	CTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epi...	NA	NA
COG3967	MI	Short-chain dehydrogenase involved in D-alanine esterification of teichoic acids	NA	NA
COG1887	MI	CDP-glycerol glycerophosphotransferase, TagB/SpsB family	NA	NA
COG3470	MI	Uncharacterized protein probably involved in high-affinity Fe2+ transport	NA	NA
COG0795	MN	Lipopolysaccharide export LptBFGC system, permease protein LptF	NA	NA
COG1705	MN	Flagellum-specific peptidoglycan hydrolase FlgJ	NA	NA
COG2825	MO	Periplasmic chaperone for outer membrane proteins, Skp family	NA	NA
COG1086	MO	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	NA	NA
COG4948	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	NA	NA
COG1778	MR	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	NA	NA
COG3049	MR	Penicillin V acylase or related amidase, Ntn superfamily	NA	NA
COG1181	MR	D-alanine-D-alanine ligase and related ATP-grasp enzymes	NA	NA
COG4623	MT	Membrane-bound lytic murein transglycosylase MltF	NA	NA
COG3468	MU	Type V secretory pathway, adhesin AidA	NA	NA
COG0597	MU	Lipoprotein signal peptidase	NA	NA
COG0845	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	NA	NA
COG3015	MV	Uncharacterized lipoprotein NlpE involved in copper resistance	NA	NA
COG4678	MX	Muramidase (phage lambda lysozyme)	NA	NA
COG1261	N	Flagella basal body P-ring formation protein FlgA	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3352	N	Archaellum component FlaC	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3354	N	Archaellum component FlaG, FlaF/FlaG flagellin family	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3951	N	Rod binding protein domain	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3190	N	Flagellar biogenesis protein FliO	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3144	N	Flagellar hook-length control protein FliK	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1681	N	Archaellin (archaeal flagellin)	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1419	N	Flagellar biosynthesis GTPase FlhF	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3353	N	Archaellum component FlaF, FlaF/FlaG flagellin family	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3334	N	Flagellar motility protein MotE, a chaperone for MotC folding	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG4786	N	Flagellar basal body rod protein FlgG	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3351	N	Archaellum component FlaD/FlaE	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1558	N	Flagellar basal body rod protein FlgC	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1298	N	Flagellar biosynthesis pathway, component FlhA	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG0084	N	Tat protein secretion system quality control protein TatD (DNase activity)	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1843	N	Flagellar hook assembly protein FlgD	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG2063	N	Flagellar basal body L-ring protein FlgH	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1345	N	Flagellar capping protein FliD	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1699	N	Flagellar assembly factor FliW	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1344	N	Flagellin and related hook-associated protein FlgL	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1987	N	Flagellar biosynthesis protein FliQ	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1580	N	Flagellar basal body-associated protein FliL	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG5442	N	Flagellar biosynthesis regulator FlaF	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1706	N	Flagellar basal body P-ring protein FlgI	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3225	N	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1256	N	Flagellar hook-associated protein FlgK	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1815	N	Flagellar basal body rod protein FlgB	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1677	N	Flagellar hook-basal body complex protein FliE	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG2882	N	Flagellar biosynthesis chaperone FliJ	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1749	N	Flagellar hook protein FlgE	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1955	N	Archaellum biogenesis protein FlaJ, TadC family	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG4787	N	Flagellar basal body rod protein FlgF	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1536	N	Flagellar motor switch protein FliG	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG5443	N	Flagellar biosynthesis regulator FlbT	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG2874	N	Archaellum biogenesis protein FlaH, an ATPase	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1377	N	Flagellar biosynthesis protein FlhB	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1406	N	Chemotaxis protein CheX, a CheY~P-specific phosphatase	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG5581	N	c-di-GMP-binding flagellar brake protein YcgR, contains PilZNR and PilZ domains	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1360	N	Flagellar motor protein MotB	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1192	N	Cellulose biosynthesis protein BcsQ	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1684	N	Flagellar biosynthesis protein FliR	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3539	N	Pilin (type 1 fimbria component protein)	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3430	N	Archaeal flagellin (archaellin), FlaG/FlaF family	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1291	N	Flagellar motor component MotA	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG5653	N	Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1338	N	Flagellar biosynthetic protein FliP	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG1868	N	Flagellar motor switch protein FliM	CELLULAR PROCESSES AND SIGNALING	Cell motility
COG3143	NT	Chemotaxis regulator CheZ, phosphatase of CheY~P	NA	NA
COG1352	NT	Methylase of chemotaxis methyl-accepting proteins	NA	NA
COG0840	NT	Methyl-accepting chemotaxis protein	NA	NA
COG0643	NT	Chemotaxis protein histidine kinase CheA	NA	NA
COG1871	NT	Chemotaxis receptor (MCP) glutamine deamidase CheD	NA	NA
COG2201	NT	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains	NA	NA
COG0835	NT	Chemotaxis signal transduction protein	NA	NA
COG1317	NU	Flagellar biosynthesis/type III secretory pathway protein FliH	NA	NA
COG1516	NU	Flagellin-specific chaperone FliS	NA	NA
COG1157	NU	Flagellar biosynthesis/type III secretory pathway ATPase	NA	NA
COG1989	NU	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase	NA	NA
COG1886	NU	Flagellar motor switch/type III secretory pathway protein FliN	NA	NA
COG1766	NU	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ	NA	NA
COG3418	NU	Flagellar biosynthesis/type III secretory pathway chaperone	NA	NA
COG2804	NUW	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	NA	NA
COG1459	NUW	Type II secretory pathway, component PulF	NA	NA
COG2165	NUW	Type II secretory pathway, pseudopilin PulG	NA	NA
COG3167	NW	Tfp pilus assembly protein PilO	NA	NA
COG4966	NW	Tfp pilus assembly protein PilW	NA	NA
COG3188	NW	Outer membrane usher protein FimD/PapC	NA	NA
COG2805	NW	Tfp pilus assembly protein PilT, pilus retraction ATPase	NA	NA
COG3215	NW	Tfp pilus assembly protein PilZ	NA	NA
COG4968	NW	Tfp pilus assembly protein PilE	NA	NA
COG3419	NW	Tfp pilus assembly protein, tip-associated adhesin PilY1	NA	NA
COG3166	NW	Tfp pilus assembly protein PilN	NA	NA
COG3170	NW	Tfp pilus assembly protein FimV	NA	NA
COG4972	NW	Tfp pilus assembly protein, ATPase PilM	NA	NA
COG4969	NW	Tfp pilus assembly protein, major pilin PilA	NA	NA
COG4726	NW	Tfp pilus assembly protein PilX	NA	NA
COG5008	NW	Tfp pilus assembly protein, ATPase PilU	NA	NA
COG4967	NW	Tfp pilus assembly protein PilV	NA	NA
COG3168	NW	Tfp pilus assembly protein PilP	NA	NA
COG4970	NW	Tfp pilus assembly protein FimT	NA	NA
COG3063	NW	Tfp pilus assembly protein PilF	NA	NA
COG1928	O	Dolichyl-phosphate-mannose--protein O-mannosyl transferase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2170	O	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0466	O	ATP-dependent Lon protease, bacterial type	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0793	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2846	O	Iron-sulfur cluster repair protein YtfE, RIC family, contains ScdAN and hemerythrin domains	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1572	O	Serine protease, subtilase family	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2166	O	Sulfur transfer protein SufE, Fe-S center assembly	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0465	O	ATP-dependent Zn proteases	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0425	O	TusA-related sulfurtransferase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0545	O	FKBP-type peptidyl-prolyl cis-trans isomerase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2938	O	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0484	O	DnaJ-class molecular chaperone with C-terminal Zn finger domain	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0501	O	Zn-dependent protease with chaperone function	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1999	O	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG3187	O	Heat shock protein HslJ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1391	O	Glutamine synthetase adenylyltransferase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2935	O	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG4826	O	Serine protease inhibitor	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG4574	O	Serine protease inhibitor ecotin	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1433	O	Predicted Fe-Mo cluster-binding protein, NifX family	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG3640	O	CO dehydrogenase nickel-insertion accessory protein CooC1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2168	O	Sulfur transfer complex TusBCD TusB component, DsrH family	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0544	O	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1225	O	Peroxiredoxin	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG5206	O	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0234	O	Co-chaperonin GroES (HSP10)	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG4260	O	Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG4346	O	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG5272	O	Ubiquitin	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2143	O	Thioredoxin-related protein	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0225	O	Peptide methionine sulfoxide reductase MsrA	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1310	O	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0694	O	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2386	O	ABC-type transport system involved in cytochrome c biogenesis, permease component	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG2994	O	ACP:hemolysin acyltransferase (hemolysin-activating protein)	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG1219	O	ATP-dependent protease Clp, ATPase subunit	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG5664	O	Predicted secreted Zn-dependent protease	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG3227	O	Zn-dependent metalloprotease	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
COG0625	O	Glutathione S-transferase	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones
